"","team","team_name","year","total","home","away","week","weekly_attendance"
"1","Arizona","Cardinals",2000,893926,387475,506451,1,77434
"2","Arizona","Cardinals",2000,893926,387475,506451,2,66009
"3","Arizona","Cardinals",2000,893926,387475,506451,3,NA
"4","Arizona","Cardinals",2000,893926,387475,506451,4,71801
"5","Arizona","Cardinals",2000,893926,387475,506451,5,66985
"6","Arizona","Cardinals",2000,893926,387475,506451,6,44296
"7","Arizona","Cardinals",2000,893926,387475,506451,7,38293
"8","Arizona","Cardinals",2000,893926,387475,506451,8,62981
"9","Arizona","Cardinals",2000,893926,387475,506451,9,35286
"10","Arizona","Cardinals",2000,893926,387475,506451,10,52244
"11","Arizona","Cardinals",2000,893926,387475,506451,11,64223
"12","Arizona","Cardinals",2000,893926,387475,506451,12,65356
"13","Arizona","Cardinals",2000,893926,387475,506451,13,42094
"14","Arizona","Cardinals",2000,893926,387475,506451,14,50289
"15","Arizona","Cardinals",2000,893926,387475,506451,15,53472
"16","Arizona","Cardinals",2000,893926,387475,506451,16,37452
"17","Arizona","Cardinals",2000,893926,387475,506451,17,65711
"18","Atlanta","Falcons",2000,964579,422814,541765,1,54626
"19","Atlanta","Falcons",2000,964579,422814,541765,2,75466
"20","Atlanta","Falcons",2000,964579,422814,541765,3,73025
"21","Atlanta","Falcons",2000,964579,422814,541765,4,58761
"22","Atlanta","Falcons",2000,964579,422814,541765,5,65424
"23","Atlanta","Falcons",2000,964579,422814,541765,6,50947
"24","Atlanta","Falcons",2000,964579,422814,541765,7,66019
"25","Atlanta","Falcons",2000,964579,422814,541765,8,56508
"26","Atlanta","Falcons",2000,964579,422814,541765,9,46178
"27","Atlanta","Falcons",2000,964579,422814,541765,10,70097
"28","Atlanta","Falcons",2000,964579,422814,541765,11,74309
"29","Atlanta","Falcons",2000,964579,422814,541765,12,67447
"30","Atlanta","Falcons",2000,964579,422814,541765,13,55175
"31","Atlanta","Falcons",2000,964579,422814,541765,14,44680
"32","Atlanta","Falcons",2000,964579,422814,541765,15,NA
"33","Atlanta","Falcons",2000,964579,422814,541765,16,64900
"34","Atlanta","Falcons",2000,964579,422814,541765,17,41017
"35","Baltimore","Ravens",2000,1062373,551695,510678,1,55049
"36","Baltimore","Ravens",2000,1062373,551695,510678,2,68843
"37","Baltimore","Ravens",2000,1062373,551695,510678,3,73464
"38","Baltimore","Ravens",2000,1062373,551695,510678,4,68481
"39","Baltimore","Ravens",2000,1062373,551695,510678,5,73018
"40","Baltimore","Ravens",2000,1062373,551695,510678,6,65194
"41","Baltimore","Ravens",2000,1062373,551695,510678,7,83252
"42","Baltimore","Ravens",2000,1062373,551695,510678,8,69200
"43","Baltimore","Ravens",2000,1062373,551695,510678,9,69405
"44","Baltimore","Ravens",2000,1062373,551695,510678,10,54759
"45","Baltimore","Ravens",2000,1062373,551695,510678,11,68490
"46","Baltimore","Ravens",2000,1062373,551695,510678,12,69416
"47","Baltimore","Ravens",2000,1062373,551695,510678,13,68361
"48","Baltimore","Ravens",2000,1062373,551695,510678,14,NA
"49","Baltimore","Ravens",2000,1062373,551695,510678,15,68805
"50","Baltimore","Ravens",2000,1062373,551695,510678,16,37452
"51","Baltimore","Ravens",2000,1062373,551695,510678,17,69184
"52","Buffalo","Bills",2000,1098587,560695,537892,1,72492
"53","Buffalo","Bills",2000,1098587,560695,537892,2,77722
"54","Buffalo","Bills",2000,1098587,560695,537892,3,77884
"55","Buffalo","Bills",2000,1098587,560695,537892,4,NA
"56","Buffalo","Bills",2000,1098587,560695,537892,5,72617
"57","Buffalo","Bills",2000,1098587,560695,537892,6,73901
"58","Buffalo","Bills",2000,1098587,560695,537892,7,72351
"59","Buffalo","Bills",2000,1098587,560695,537892,8,64116
"60","Buffalo","Bills",2000,1098587,560695,537892,9,72861
"61","Buffalo","Bills",2000,1098587,560695,537892,10,60292
"62","Buffalo","Bills",2000,1098587,560695,537892,11,72420
"63","Buffalo","Bills",2000,1098587,560695,537892,12,78457
"64","Buffalo","Bills",2000,1098587,560695,537892,13,65546
"65","Buffalo","Bills",2000,1098587,560695,537892,14,73002
"66","Buffalo","Bills",2000,1098587,560695,537892,15,56671
"67","Buffalo","Bills",2000,1098587,560695,537892,16,47230
"68","Buffalo","Bills",2000,1098587,560695,537892,17,61025
"69","Carolina","Panthers",2000,1095192,583489,511703,1,80257
"70","Carolina","Panthers",2000,1095192,583489,511703,2,66879
"71","Carolina","Panthers",2000,1095192,583489,511703,3,73025
"72","Carolina","Panthers",2000,1095192,583489,511703,4,NA
"73","Carolina","Panthers",2000,1095192,583489,511703,5,73310
"74","Carolina","Panthers",2000,1095192,583489,511703,6,72192
"75","Carolina","Panthers",2000,1095192,583489,511703,7,50015
"76","Carolina","Panthers",2000,1095192,583489,511703,8,73169
"77","Carolina","Panthers",2000,1095192,583489,511703,9,46178
"78","Carolina","Panthers",2000,1095192,583489,511703,10,66048
"79","Carolina","Panthers",2000,1095192,583489,511703,11,72981
"80","Carolina","Panthers",2000,1095192,583489,511703,12,64208
"81","Carolina","Panthers",2000,1095192,583489,511703,13,73295
"82","Carolina","Panthers",2000,1095192,583489,511703,14,73358
"83","Carolina","Panthers",2000,1095192,583489,511703,15,77481
"84","Carolina","Panthers",2000,1095192,583489,511703,16,72159
"85","Carolina","Panthers",2000,1095192,583489,511703,17,60637
"86","Chicago","Bears",2000,1080684,535552,545132,1,64104
"87","Chicago","Bears",2000,1080684,535552,545132,2,65569
"88","Chicago","Bears",2000,1080684,535552,545132,3,66944
"89","Chicago","Bears",2000,1080684,535552,545132,4,66944
"90","Chicago","Bears",2000,1080684,535552,545132,5,59869
"91","Chicago","Bears",2000,1080684,535552,545132,6,66944
"92","Chicago","Bears",2000,1080684,535552,545132,7,66944
"93","Chicago","Bears",2000,1080684,535552,545132,8,65553
"94","Chicago","Bears",2000,1080684,535552,545132,9,NA
"95","Chicago","Bears",2000,1080684,535552,545132,10,66944
"96","Chicago","Bears",2000,1080684,535552,545132,11,72420
"97","Chicago","Bears",2000,1080684,535552,545132,12,66944
"98","Chicago","Bears",2000,1080684,535552,545132,13,77354
"99","Chicago","Bears",2000,1080684,535552,545132,14,66944
"100","Chicago","Bears",2000,1080684,535552,545132,15,66944
"101","Chicago","Bears",2000,1080684,535552,545132,16,68306
"102","Chicago","Bears",2000,1080684,535552,545132,17,71957
"103","Cincinnati","Bengals",2000,967434,469992,497442,1,NA
"104","Cincinnati","Bengals",2000,967434,469992,497442,2,64006
"105","Cincinnati","Bengals",2000,967434,469992,497442,3,45653
"106","Cincinnati","Bengals",2000,967434,469992,497442,4,68481
"107","Cincinnati","Bengals",2000,967434,469992,497442,5,61535
"108","Cincinnati","Bengals",2000,967434,469992,497442,6,63406
"109","Cincinnati","Bengals",2000,967434,469992,497442,7,54328
"110","Cincinnati","Bengals",2000,967434,469992,497442,8,61603
"111","Cincinnati","Bengals",2000,967434,469992,497442,9,73118
"112","Cincinnati","Bengals",2000,967434,469992,497442,10,54759
"113","Cincinnati","Bengals",2000,967434,469992,497442,11,62170
"114","Cincinnati","Bengals",2000,967434,469992,497442,12,60292
"115","Cincinnati","Bengals",2000,967434,469992,497442,13,63925
"116","Cincinnati","Bengals",2000,967434,469992,497442,14,50289
"117","Cincinnati","Bengals",2000,967434,469992,497442,15,68498
"118","Cincinnati","Bengals",2000,967434,469992,497442,16,50469
"119","Cincinnati","Bengals",2000,967434,469992,497442,17,64902
"120","Cleveland","Browns",2000,1057139,581544,475595,1,72418
"121","Cleveland","Browns",2000,1057139,581544,475595,2,64006
"122","Cleveland","Browns",2000,1057139,581544,475595,3,73018
"123","Cleveland","Browns",2000,1057139,581544,475595,4,45702
"124","Cleveland","Browns",2000,1057139,581544,475595,5,73018
"125","Cleveland","Browns",2000,1057139,581544,475595,6,44296
"126","Cleveland","Browns",2000,1057139,581544,475595,7,75811
"127","Cleveland","Browns",2000,1057139,581544,475595,8,57659
"128","Cleveland","Browns",2000,1057139,581544,475595,9,73118
"129","Cleveland","Browns",2000,1057139,581544,475595,10,72718
"130","Cleveland","Browns",2000,1057139,581544,475595,11,72618
"131","Cleveland","Browns",2000,1057139,581544,475595,12,68498
"132","Cleveland","Browns",2000,1057139,581544,475595,13,68361
"133","Cleveland","Browns",2000,1057139,581544,475595,14,51262
"134","Cleveland","Browns",2000,1057139,581544,475595,15,72318
"135","Cleveland","Browns",2000,1057139,581544,475595,16,72318
"136","Cleveland","Browns",2000,1057139,581544,475595,17,NA
"137","Dallas","Cowboys",2000,1075470,504360,571110,1,62872
"138","Dallas","Cowboys",2000,1075470,504360,571110,2,66009
"139","Dallas","Cowboys",2000,1075470,504360,571110,3,84431
"140","Dallas","Cowboys",2000,1075470,504360,571110,4,64127
"141","Dallas","Cowboys",2000,1075470,504360,571110,5,73310
"142","Dallas","Cowboys",2000,1075470,504360,571110,6,NA
"143","Dallas","Cowboys",2000,1075470,504360,571110,7,78189
"144","Dallas","Cowboys",2000,1075470,504360,571110,8,62981
"145","Dallas","Cowboys",2000,1075470,504360,571110,9,63554
"146","Dallas","Cowboys",2000,1075470,504360,571110,10,65636
"147","Dallas","Cowboys",2000,1075470,504360,571110,11,62170
"148","Dallas","Cowboys",2000,1075470,504360,571110,12,69416
"149","Dallas","Cowboys",2000,1075470,504360,571110,13,63878
"150","Dallas","Cowboys",2000,1075470,504360,571110,14,65621
"151","Dallas","Cowboys",2000,1075470,504360,571110,15,63467
"152","Dallas","Cowboys",2000,1075470,504360,571110,16,61311
"153","Dallas","Cowboys",2000,1075470,504360,571110,17,68498
"154","Denver","Broncos",2000,1140030,604042,535988,1,65956
"155","Denver","Broncos",2000,1140030,604042,535988,2,75466
"156","Denver","Broncos",2000,1140030,604042,535988,3,62078
"157","Denver","Broncos",2000,1140030,604042,535988,4,74596
"158","Denver","Broncos",2000,1140030,604042,535988,5,75684
"159","Denver","Broncos",2000,1140030,604042,535988,6,56079
"160","Denver","Broncos",2000,1140030,604042,535988,7,75811
"161","Denver","Broncos",2000,1140030,604042,535988,8,61603
"162","Denver","Broncos",2000,1140030,604042,535988,9,NA
"163","Denver","Broncos",2000,1140030,604042,535988,10,78305
"164","Denver","Broncos",2000,1140030,604042,535988,11,75951
"165","Denver","Broncos",2000,1140030,604042,535988,12,75218
"166","Denver","Broncos",2000,1140030,604042,535988,13,68661
"167","Denver","Broncos",2000,1140030,604042,535988,14,64900
"168","Denver","Broncos",2000,1140030,604042,535988,15,75218
"169","Denver","Broncos",2000,1140030,604042,535988,16,78406
"170","Denver","Broncos",2000,1140030,604042,535988,17,76098
"171","Detroit","Lions",2000,1140926,607076,533850,1,64900
"172","Detroit","Lions",2000,1140926,607076,533850,2,74159
"173","Detroit","Lions",2000,1140926,607076,533850,3,76928
"174","Detroit","Lions",2000,1140926,607076,533850,4,66944
"175","Detroit","Lions",2000,1140926,607076,533850,5,76438
"176","Detroit","Lions",2000,1140926,607076,533850,6,77549
"177","Detroit","Lions",2000,1140926,607076,533850,7,NA
"178","Detroit","Lions",2000,1140926,607076,533850,8,65557
"179","Detroit","Lions",2000,1140926,607076,533850,9,56971
"180","Detroit","Lions",2000,1140926,607076,533850,10,77813
"181","Detroit","Lions",2000,1140926,607076,533850,11,74309
"182","Detroit","Lions",2000,1140926,607076,533850,12,77897
"183","Detroit","Lions",2000,1140926,607076,533850,13,77923
"184","Detroit","Lions",2000,1140926,607076,533850,14,64214
"185","Detroit","Lions",2000,1140926,607076,533850,15,59854
"186","Detroit","Lions",2000,1140926,607076,533850,16,77513
"187","Detroit","Lions",2000,1140926,607076,533850,17,71957
"188","Green Bay","Packers",2000,1049602,478747,570855,1,59870
"189","Green Bay","Packers",2000,1049602,478747,570855,2,77722
"190","Green Bay","Packers",2000,1049602,478747,570855,3,59869
"191","Green Bay","Packers",2000,1049602,478747,570855,4,71801
"192","Green Bay","Packers",2000,1049602,478747,570855,5,59869
"193","Green Bay","Packers",2000,1049602,478747,570855,6,77549
"194","Green Bay","Packers",2000,1049602,478747,570855,7,59870
"195","Green Bay","Packers",2000,1049602,478747,570855,8,NA
"196","Green Bay","Packers",2000,1049602,478747,570855,9,73740
"197","Green Bay","Packers",2000,1049602,478747,570855,10,59854
"198","Green Bay","Packers",2000,1049602,478747,570855,11,65621
"199","Green Bay","Packers",2000,1049602,478747,570855,12,59869
"200","Green Bay","Packers",2000,1049602,478747,570855,13,73295
"201","Green Bay","Packers",2000,1049602,478747,570855,14,66944
"202","Green Bay","Packers",2000,1049602,478747,570855,15,59854
"203","Green Bay","Packers",2000,1049602,478747,570855,16,64183
"204","Green Bay","Packers",2000,1049602,478747,570855,17,59692
"205","Indianapolis","Colts",2000,1008013,454319,553694,1,78357
"206","Indianapolis","Colts",2000,1008013,454319,553694,2,56769
"207","Indianapolis","Colts",2000,1008013,454319,553694,3,NA
"208","Indianapolis","Colts",2000,1008013,454319,553694,4,56816
"209","Indianapolis","Colts",2000,1008013,454319,553694,5,72617
"210","Indianapolis","Colts",2000,1008013,454319,553694,6,60292
"211","Indianapolis","Colts",2000,1008013,454319,553694,7,63593
"212","Indianapolis","Colts",2000,1008013,454319,553694,8,56828
"213","Indianapolis","Colts",2000,1008013,454319,553694,9,56971
"214","Indianapolis","Colts",2000,1008013,454319,553694,10,66944
"215","Indianapolis","Colts",2000,1008013,454319,553694,11,56657
"216","Indianapolis","Colts",2000,1008013,454319,553694,12,59869
"217","Indianapolis","Colts",2000,1008013,454319,553694,13,56935
"218","Indianapolis","Colts",2000,1008013,454319,553694,14,78138
"219","Indianapolis","Colts",2000,1008013,454319,553694,15,56671
"220","Indianapolis","Colts",2000,1008013,454319,553694,16,73884
"221","Indianapolis","Colts",2000,1008013,454319,553694,17,56672
"222","Jacksonville","Jaguars",2000,991957,482510,509447,1,72418
"223","Jacksonville","Jaguars",2000,991957,482510,509447,2,68843
"224","Jacksonville","Jaguars",2000,991957,482510,509447,3,45653
"225","Jacksonville","Jaguars",2000,991957,482510,509447,4,56816
"226","Jacksonville","Jaguars",2000,991957,482510,509447,5,64351
"227","Jacksonville","Jaguars",2000,991957,482510,509447,6,65194
"228","Jacksonville","Jaguars",2000,991957,482510,509447,7,68498
"229","Jacksonville","Jaguars",2000,991957,482510,509447,8,69061
"230","Jacksonville","Jaguars",2000,991957,482510,509447,9,63554
"231","Jacksonville","Jaguars",2000,991957,482510,509447,10,NA
"232","Jacksonville","Jaguars",2000,991957,482510,509447,11,68063
"233","Jacksonville","Jaguars",2000,991957,482510,509447,12,50925
"234","Jacksonville","Jaguars",2000,991957,482510,509447,13,65454
"235","Jacksonville","Jaguars",2000,991957,482510,509447,14,51262
"236","Jacksonville","Jaguars",2000,991957,482510,509447,15,53472
"237","Jacksonville","Jaguars",2000,991957,482510,509447,16,50469
"238","Jacksonville","Jaguars",2000,991957,482510,509447,17,77924
"239","Kansas City","Chiefs",2000,1115272,631365,483907,1,78357
"240","Kansas City","Chiefs",2000,1115272,631365,483907,2,68203
"241","Kansas City","Chiefs",2000,1115272,631365,483907,3,77604
"242","Kansas City","Chiefs",2000,1115272,631365,483907,4,74596
"243","Kansas City","Chiefs",2000,1115272,631365,483907,5,82893
"244","Kansas City","Chiefs",2000,1115272,631365,483907,6,NA
"245","Kansas City","Chiefs",2000,1115272,631365,483907,7,79025
"246","Kansas City","Chiefs",2000,1115272,631365,483907,8,79142
"247","Kansas City","Chiefs",2000,1115272,631365,483907,9,62141
"248","Kansas City","Chiefs",2000,1115272,631365,483907,10,62428
"249","Kansas City","Chiefs",2000,1115272,631365,483907,11,68002
"250","Kansas City","Chiefs",2000,1115272,631365,483907,12,78457
"251","Kansas City","Chiefs",2000,1115272,631365,483907,13,47228
"252","Kansas City","Chiefs",2000,1115272,631365,483907,14,60292
"253","Kansas City","Chiefs",2000,1115272,631365,483907,15,77481
"254","Kansas City","Chiefs",2000,1115272,631365,483907,16,78406
"255","Kansas City","Chiefs",2000,1115272,631365,483907,17,41017
"256","Miami","Dolphins",2000,1118883,589909,528974,1,72949
"257","Miami","Dolphins",2000,1118883,589909,528974,2,64112
"258","Miami","Dolphins",2000,1118883,589909,528974,3,73464
"259","Miami","Dolphins",2000,1118883,589909,528974,4,73344
"260","Miami","Dolphins",2000,1118883,589909,528974,5,61535
"261","Miami","Dolphins",2000,1118883,589909,528974,6,73901
"262","Miami","Dolphins",2000,1118883,589909,528974,7,NA
"263","Miami","Dolphins",2000,1118883,589909,528974,8,78389
"264","Miami","Dolphins",2000,1118883,589909,528974,9,73740
"265","Miami","Dolphins",2000,1118883,589909,528974,10,77813
"266","Miami","Dolphins",2000,1118883,589909,528974,11,56896
"267","Miami","Dolphins",2000,1118883,589909,528974,12,74320
"268","Miami","Dolphins",2000,1118883,589909,528974,13,56935
"269","Miami","Dolphins",2000,1118883,589909,528974,14,73002
"270","Miami","Dolphins",2000,1118883,589909,528974,15,74307
"271","Miami","Dolphins",2000,1118883,589909,528974,16,73884
"272","Miami","Dolphins",2000,1118883,589909,528974,17,60292
"273","Minnesota","Vikings",2000,1029262,513322,515940,1,64104
"274","Minnesota","Vikings",2000,1029262,513322,515940,2,64112
"275","Minnesota","Vikings",2000,1029262,513322,515940,3,60292
"276","Minnesota","Vikings",2000,1029262,513322,515940,4,NA
"277","Minnesota","Vikings",2000,1029262,513322,515940,5,76438
"278","Minnesota","Vikings",2000,1029262,513322,515940,6,64162
"279","Minnesota","Vikings",2000,1029262,513322,515940,7,66944
"280","Minnesota","Vikings",2000,1029262,513322,515940,8,64116
"281","Minnesota","Vikings",2000,1029262,513322,515940,9,65589
"282","Minnesota","Vikings",2000,1029262,513322,515940,10,59854
"283","Minnesota","Vikings",2000,1029262,513322,515940,11,64223
"284","Minnesota","Vikings",2000,1029262,513322,515940,12,64208
"285","Minnesota","Vikings",2000,1029262,513322,515940,13,63878
"286","Minnesota","Vikings",2000,1029262,513322,515940,14,64214
"287","Minnesota","Vikings",2000,1029262,513322,515940,15,66273
"288","Minnesota","Vikings",2000,1029262,513322,515940,16,64183
"289","Minnesota","Vikings",2000,1029262,513322,515940,17,56672
"290","New England","Patriots",2000,1030594,482336,548258,1,60292
"291","New England","Patriots",2000,1030594,482336,548258,2,77687
"292","New England","Patriots",2000,1030594,482336,548258,3,60292
"293","New England","Patriots",2000,1030594,482336,548258,4,73344
"294","New England","Patriots",2000,1030594,482336,548258,5,75684
"295","New England","Patriots",2000,1030594,482336,548258,6,60292
"296","New England","Patriots",2000,1030594,482336,548258,7,60292
"297","New England","Patriots",2000,1030594,482336,548258,8,56828
"298","New England","Patriots",2000,1030594,482336,548258,9,NA
"299","New England","Patriots",2000,1030594,482336,548258,10,60292
"300","New England","Patriots",2000,1030594,482336,548258,11,72618
"301","New England","Patriots",2000,1030594,482336,548258,12,60292
"302","New England","Patriots",2000,1030594,482336,548258,13,77923
"303","New England","Patriots",2000,1030594,482336,548258,14,60292
"304","New England","Patriots",2000,1030594,482336,548258,15,66944
"305","New England","Patriots",2000,1030594,482336,548258,16,47230
"306","New England","Patriots",2000,1030594,482336,548258,17,60292
"307","New Orleans","Saints",2000,980803,504315,476488,1,64900
"308","New Orleans","Saints",2000,980803,504315,476488,2,51300
"309","New Orleans","Saints",2000,980803,504315,476488,3,59513
"310","New Orleans","Saints",2000,980803,504315,476488,4,64900
"311","New Orleans","Saints",2000,980803,504315,476488,5,NA
"312","New Orleans","Saints",2000,980803,504315,476488,6,66944
"313","New Orleans","Saints",2000,980803,504315,476488,7,50015
"314","New Orleans","Saints",2000,980803,504315,476488,8,56508
"315","New Orleans","Saints",2000,980803,504315,476488,9,35286
"316","New Orleans","Saints",2000,980803,504315,476488,10,64900
"317","New Orleans","Saints",2000,980803,504315,476488,11,72981
"318","New Orleans","Saints",2000,980803,504315,476488,12,64900
"319","New Orleans","Saints",2000,980803,504315,476488,13,66064
"320","New Orleans","Saints",2000,980803,504315,476488,14,64900
"321","New Orleans","Saints",2000,980803,504315,476488,15,67892
"322","New Orleans","Saints",2000,980803,504315,476488,16,64900
"323","New Orleans","Saints",2000,980803,504315,476488,17,64900
"324","New York","Giants",2000,1135455,624085,511370,1,77434
"325","New York","Giants",2000,1135455,624085,511370,2,65530
"326","New York","Giants",2000,1135455,624085,511370,3,66944
"327","New York","Giants",2000,1135455,624085,511370,4,78216
"328","New York","Giants",2000,1135455,624085,511370,5,68341
"329","New York","Giants",2000,1135455,624085,511370,6,50947
"330","New York","Giants",2000,1135455,624085,511370,7,78189
"331","New York","Giants",2000,1135455,624085,511370,8,NA
"332","New York","Giants",2000,1135455,624085,511370,9,78087
"333","New York","Giants",2000,1135455,624085,511370,10,72718
"334","New York","Giants",2000,1135455,624085,511370,11,78174
"335","New York","Giants",2000,1135455,624085,511370,12,77897
"336","New York","Giants",2000,1135455,624085,511370,13,42094
"337","New York","Giants",2000,1135455,624085,511370,14,83485
"338","New York","Giants",2000,1135455,624085,511370,15,78164
"339","New York","Giants",2000,1135455,624085,511370,16,61311
"340","New York","Giants",2000,1135455,624085,511370,17,77924
"341","New York","Jets",2000,1145146,623711,521435,1,59870
"342","New York","Jets",2000,1145146,623711,521435,2,77687
"343","New York","Jets",2000,1145146,623711,521435,3,77884
"344","New York","Jets",2000,1145146,623711,521435,4,65619
"345","New York","Jets",2000,1145146,623711,521435,5,NA
"346","New York","Jets",2000,1145146,623711,521435,6,78441
"347","New York","Jets",2000,1145146,623711,521435,7,60292
"348","New York","Jets",2000,1145146,623711,521435,8,78389
"349","New York","Jets",2000,1145146,623711,521435,9,72861
"350","New York","Jets",2000,1145146,623711,521435,10,78305
"351","New York","Jets",2000,1145146,623711,521435,11,56657
"352","New York","Jets",2000,1145146,623711,521435,12,74320
"353","New York","Jets",2000,1145146,623711,521435,13,77354
"354","New York","Jets",2000,1145146,623711,521435,14,78138
"355","New York","Jets",2000,1145146,623711,521435,15,62632
"356","New York","Jets",2000,1145146,623711,521435,16,77513
"357","New York","Jets",2000,1145146,623711,521435,17,69184
"358","Oakland","Raiders",2000,998655,462515,536140,1,56373
"359","Oakland","Raiders",2000,998655,462515,536140,2,56769
"360","Oakland","Raiders",2000,998655,462515,536140,3,62078
"361","Oakland","Raiders",2000,998655,462515,536140,4,45702
"362","Oakland","Raiders",2000,998655,462515,536140,5,NA
"363","Oakland","Raiders",2000,998655,462515,536140,6,68344
"364","Oakland","Raiders",2000,998655,462515,536140,7,79025
"365","Oakland","Raiders",2000,998655,462515,536140,8,57490
"366","Oakland","Raiders",2000,998655,462515,536140,9,66659
"367","Oakland","Raiders",2000,998655,462515,536140,10,62428
"368","Oakland","Raiders",2000,998655,462515,536140,11,75951
"369","Oakland","Raiders",2000,998655,462515,536140,12,64900
"370","Oakland","Raiders",2000,998655,462515,536140,13,55175
"371","Oakland","Raiders",2000,998655,462515,536140,14,55811
"372","Oakland","Raiders",2000,998655,462515,536140,15,62632
"373","Oakland","Raiders",2000,998655,462515,536140,16,68681
"374","Oakland","Raiders",2000,998655,462515,536140,17,60637
"375","Philadelphia","Eagles",2000,1039856,523531,516325,1,62872
"376","Philadelphia","Eagles",2000,1039856,523531,516325,2,65530
"377","Philadelphia","Eagles",2000,1039856,523531,516325,3,59869
"378","Philadelphia","Eagles",2000,1039856,523531,516325,4,64900
"379","Philadelphia","Eagles",2000,1039856,523531,516325,5,65424
"380","Philadelphia","Eagles",2000,1039856,523531,516325,6,65491
"381","Philadelphia","Eagles",2000,1039856,523531,516325,7,38293
"382","Philadelphia","Eagles",2000,1039856,523531,516325,8,65553
"383","Philadelphia","Eagles",2000,1039856,523531,516325,9,78087
"384","Philadelphia","Eagles",2000,1039856,523531,516325,10,65636
"385","Philadelphia","Eagles",2000,1039856,523531,516325,11,56702
"386","Philadelphia","Eagles",2000,1039856,523531,516325,12,65356
"387","Philadelphia","Eagles",2000,1039856,523531,516325,13,83284
"388","Philadelphia","Eagles",2000,1039856,523531,516325,14,65639
"389","Philadelphia","Eagles",2000,1039856,523531,516325,15,72318
"390","Philadelphia","Eagles",2000,1039856,523531,516325,16,NA
"391","Philadelphia","Eagles",2000,1039856,523531,516325,17,64902
"392","Pittsburgh","Steelers",2000,987037,440426,546611,1,55049
"393","Pittsburgh","Steelers",2000,987037,440426,546611,2,NA
"394","Pittsburgh","Steelers",2000,987037,440426,546611,3,73018
"395","Pittsburgh","Steelers",2000,987037,440426,546611,4,51769
"396","Pittsburgh","Steelers",2000,987037,440426,546611,5,64351
"397","Pittsburgh","Steelers",2000,987037,440426,546611,6,78441
"398","Pittsburgh","Steelers",2000,987037,440426,546611,7,54328
"399","Pittsburgh","Steelers",2000,987037,440426,546611,8,57659
"400","Pittsburgh","Steelers",2000,987037,440426,546611,9,69405
"401","Pittsburgh","Steelers",2000,987037,440426,546611,10,68498
"402","Pittsburgh","Steelers",2000,987037,440426,546611,11,56702
"403","Pittsburgh","Steelers",2000,987037,440426,546611,12,50925
"404","Pittsburgh","Steelers",2000,987037,440426,546611,13,63925
"405","Pittsburgh","Steelers",2000,987037,440426,546611,14,55811
"406","Pittsburgh","Steelers",2000,987037,440426,546611,15,78164
"407","Pittsburgh","Steelers",2000,987037,440426,546611,16,58183
"408","Pittsburgh","Steelers",2000,987037,440426,546611,17,50809
"409","San Diego","Chargers",2000,981863,433459,548404,1,56373
"410","San Diego","Chargers",2000,981863,433459,548404,2,51300
"411","San Diego","Chargers",2000,981863,433459,548404,3,77604
"412","San Diego","Chargers",2000,981863,433459,548404,4,47233
"413","San Diego","Chargers",2000,981863,433459,548404,5,66010
"414","San Diego","Chargers",2000,981863,433459,548404,6,56079
"415","San Diego","Chargers",2000,981863,433459,548404,7,72351
"416","San Diego","Chargers",2000,981863,433459,548404,8,NA
"417","San Diego","Chargers",2000,981863,433459,548404,9,66659
"418","San Diego","Chargers",2000,981863,433459,548404,10,59884
"419","San Diego","Chargers",2000,981863,433459,548404,11,56896
"420","San Diego","Chargers",2000,981863,433459,548404,12,75218
"421","San Diego","Chargers",2000,981863,433459,548404,13,47228
"422","San Diego","Chargers",2000,981863,433459,548404,14,57255
"423","San Diego","Chargers",2000,981863,433459,548404,15,68805
"424","San Diego","Chargers",2000,981863,433459,548404,16,72159
"425","San Diego","Chargers",2000,981863,433459,548404,17,50809
"426","San Francisco","49ers",2000,1057954,541964,515990,1,54626
"427","San Francisco","49ers",2000,1057954,541964,515990,2,66879
"428","San Francisco","49ers",2000,1057954,541964,515990,3,65945
"429","San Francisco","49ers",2000,1057954,541964,515990,4,64127
"430","San Francisco","49ers",2000,1057954,541964,515990,5,66985
"431","San Francisco","49ers",2000,1057954,541964,515990,6,68344
"432","San Francisco","49ers",2000,1057954,541964,515990,7,59870
"433","San Francisco","49ers",2000,1057954,541964,515990,8,73169
"434","San Francisco","49ers",2000,1057954,541964,515990,9,68109
"435","San Francisco","49ers",2000,1057954,541964,515990,10,64900
"436","San Francisco","49ers",2000,1057954,541964,515990,11,68002
"437","San Francisco","49ers",2000,1057954,541964,515990,12,67447
"438","San Francisco","49ers",2000,1057954,541964,515990,13,NA
"439","San Francisco","49ers",2000,1057954,541964,515990,14,57255
"440","San Francisco","49ers",2000,1057954,541964,515990,15,67892
"441","San Francisco","49ers",2000,1057954,541964,515990,16,68306
"442","San Francisco","49ers",2000,1057954,541964,515990,17,76098
"443","Seattle","Seahawks",2000,1029085,508367,520718,1,72949
"444","Seattle","Seahawks",2000,1029085,508367,520718,2,64869
"445","Seattle","Seahawks",2000,1029085,508367,520718,3,59513
"446","Seattle","Seahawks",2000,1029085,508367,520718,4,47233
"447","Seattle","Seahawks",2000,1029085,508367,520718,5,82893
"448","Seattle","Seahawks",2000,1029085,508367,520718,6,72192
"449","Seattle","Seahawks",2000,1029085,508367,520718,7,63593
"450","Seattle","Seahawks",2000,1029085,508367,520718,8,57490
"451","Seattle","Seahawks",2000,1029085,508367,520718,9,62141
